id	area	category	verdict	severity	file:line	title	lane
tests-2	tests	flaky-timing	confirmed	low	test/boot-path.test.js:595	boot-path perf-3 whenQuiet test depends on wall-clock timer order and fails when the process stalls ~45 ms	L1-app-data
tests-3	tests	flaky-timing	confirmed	low	test/load-states.test.js:653	Search load-state tests order nested product timers against fixed real sleeps: a stall turns positive tests into flakes and the offline test into a vacuous pass	L2-app-surface
tests-4	tests	ci-tooling	confirmed	low	.github/workflows/ci.yml:20	No CI job sets timeout-minutes and the root node --test run has no --test-timeout, so one hung test holds the runner for 6 hours	L7-ci-release-security
tests-5	tests	test-cannot-fail	confirmed	low	test/format-helpers.test.js:252	Timezone-sensitive date tests cannot fail in CI, because CI runs in UTC where local and UTC formatting are the same	L2-app-surface
tests-6	tests	test-guard-weak	confirmed	low	test/suite-integrity.test.js:518	suite-integrity floors have enough slack that large parts of some suites can be deleted without failing it	L7-ci-release-security
tests-7	tests	test-cannot-fail	confirmed	low	backend/test/partialCandidate.test.ts:69	Placeholder tests that assert nothing pad the floors and read as coverage	L7-ci-release-security
tests-8	tests	assertion-on-wrong-thing	confirmed	low	tools/transcribe/fetch-audio.test.mjs:630	The gitignore guard for audio-cache/ probes with .mp3, which the global *.mp3 rule already ignores, so it cannot detect the directory rule being removed	L8-data-tools
tests-9	tests	test-cannot-fail	refuted	low	test/show-page.test.js:954	showsWeVouchFor test passes if the function returns an empty array	
tests-10	tests	harness-fidelity	confirmed	low	test/boot-path.test.js:116	The fake DOM in boot-path and load-states ignores attribute values in selectors, so [data-x="id"] returns the first element with data-x	L1-app-data
tests-11	tests	slow-test	confirmed	low	test/boot-path.test.js:428	boot-path 'hydration NEVER finishes' test spends at least 4 s of real time waiting out a hard-coded 4000 ms ceiling	L1-app-data
security-3	security	security/ci-permissions	confirmed	medium	.github/workflows/ci.yml:1	ci.yml has no permissions block while the repo default token is write-all, so PR code and its dependencies run with a write token	L7-ci-release-security
security-8	security	security/csrf-localhost	confirmed	low	tools/generation/relay.mjs:595	Generation relay on localhost accepts cross-site text/plain POSTs to /answer/:id (ids are sequential) and /reset, with no Origin or Host check	L5-generation
security-9	security	security/dead-code	confirmed	low	tools/events-server.mjs:71	Dead events-server binds every interface (the log says 127.0.0.1), accepts unauthenticated writes that fill the disk, over-reports what it stored, and uses the relay's port	L5-generation
security-10	security	security/dos	confirmed	low	api/shows/search.ts:236	The Apple rate buckets are shared by every caller per instance, so one client can use up the directory and episode search for all listeners	L4-web-platform
security-11	security	security/xss-same-origin	confirmed	low	tools/web/prepare-dist.mjs:130	UX prototype page with no CSP and unescaped innerHTML is served from the app's own origin, which holds the Supabase session	L4-web-platform
security-12	security	security/headers	confirmed	low	vercel.json:13	Vercel deploy sends no frame-ancestors / X-Frame-Options / nosniff headers, and the meta CSP cannot supply frame-ancestors	L4-web-platform
data-integrity-4	data-integrity	data-contract	confirmed	medium	app.js:1240	Family mode lets explicit content through: 157 pool episodes have no `explicit` flag, and show pages skip the filter entirely	L1-app-data
data-integrity-8	data-integrity	dead-code	confirmed	low	app.js:5180	cp_lastpick is write-only: nothing reads it, but every pick still stores a full untrimmed episode snapshot	L2-app-surface
data-integrity-9	data-integrity	data-contract	refuted	low	tools/foray/check-forays.mjs:669	No validator cross-checks the two copies of dai_suspected or that each shipped segment is actually queueable, so a flag drift silently drops tape	
data-integrity-10	data-integrity	privacy	confirmed	low	backend/migrations/supabase/0002_linter_findings.sql:13	learning_cursor is a per-user server row that 'Delete my data' cannot delete	L6-backend-rest
perf-2	perf	correctness	confirmed	medium	sw.js:745	A data file that times out is served from the previous deploy's cache to live new code, with no pin and no notice (the #233 mismatch)	L4-web-platform
perf-3	perf	performance	confirmed	low	player/client.js:2712	Every 4 Hz player tick re-parses cp_saved and cp_queue and runs planAfterEnded, through EPISODE_NAVIGATION getters	L1-app-data
perf-8	perf	performance	confirmed	low	player/client.js:1719	The Foray page repaints at 4 Hz while the document is hidden: notifyForay/paintForay is not gated the way paintPage is	L3-player-and-native-tts
arch-drift-2	arch-drift	duplicated-logic-drift	confirmed	medium	backend/src/generation/veracityMetrics.ts:74	Publish gate uses a stricter quote normaliser than the narration gate, so quotes the writer accepted fail groundedQuoteRate	L5-generation
arch-drift-3	arch-drift	duplicated-logic-drift	confirmed	medium	tools/shows/dedupe.mjs:19	D13 shows dedupe key is ASCII-only, so every guid-less show with a non-Latin title and author collapses into one group	L8-data-tools
arch-drift-4	arch-drift	duplicated-constant-drift	confirmed	low	player/foray-queue.js:102	Jingle item runtime is hard-coded to 1.5 s and labelled MEASURED, but the asset it plays is the 3.0 s interlude file	L3-player-and-native-tts
arch-drift-5	arch-drift	duplicated-logic-drift	confirmed	low	tools/refresh/enclosure.mjs:51	Four drifted copies of the itunes:duration parser in tools/ reject decimal seconds that the backend parser accepts	L8-data-tools
arch-drift-6	arch-drift	duplicated-logic-drift	confirmed	low	tools/search-probe.mjs:374	search-probe's normaliseTitle claims to be verbatim from the API/app rule but lacks the NFKD diacritic fold	L8-data-tools
arch-drift-7	arch-drift	dead-code/stale-comment	confirmed	low	tools/shows/config.mjs:71	POINTER_SCHEMA_VERSION is dead; buildPointer hard-codes version 1 even though S-04c changed the pointer's shape	L8-data-tools
arch-drift-8	arch-drift	dead-code	deliberate	low	backend/src/feeds/politeness.ts:102	Dead backend modules: feeds/redirect.ts, feeds/politeness.ts (with a stale DAI host list), clients/itunes.ts, clients/podcastIndex.ts, curation/ladderProgress.ts	
arch-drift-10	arch-drift	duplicated-logic-drift	confirmed	low	player/seek-policy.js:261	Three clock formatters round differently, and seek-policy's 'ONLY approved way' comment is false	L3-player-and-native-tts
arch-drift-12	arch-drift	ci-tooling	confirmed	low	.github/workflows/ci.yml:50	api/*.ts is never type-checked: the backend typecheck gate added on 2026-09-12 does not cover the Vercel functions	L7-ci-release-security
arch-drift-14	arch-drift	duplicated-constant	confirmed	low	api/episodes/search.ts:57	API handlers restate the feed User-Agent literal instead of importing the backend constant the tools scan pins	L4-web-platform
arch-drift-15	arch-drift	flaky-test	refuted	low	player/diagnostic-record.test.js:299	diagnostic-record tests wait on real wall-clock sleeps with a 250 ms margin over the seam beat	
