id	title	disposition	where	note
nav-10	Inside the native shell a relaunch after the OS kills the app lands on Home with no history; the route lives only in the URL hash	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	Q11 default: the shell reopens the last route (cp_last_route, validated); the web keeps bare-URL-means-Home. The privacy-policy §1 row is in its own commit 24bdb11d. Test: navigation-memory part 3; data-deletion key count. Round-2 review (2026-09-23): a deletion's repaint does not write cp_last_route back in the shell; hardware back from a relaunched page goes Home before leaving. Test: data-deletion, drawer-ownership 'ROUND 2 review'.
copy-1	Incomplete fix of qa 141: Delete-my-data still says "This browser has taken storage away" and tells a phone listener to "Reload" five times	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	Deletion copy speaks of '4a's server' and 'Close 4a fully'. Test: listener-copy; data-deletion.
copy-6	The same failure is worded three ways across the Foray page, the sheet and the mini bar	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	One start-failed sentence pair and one bar line. Test: listener-copy; transport-reconcile.
copy-7	Incomplete fix of qa 151: the down-vote chip still says "topic" where the whole app says "subject"	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	'Not my subject'; topic/topics are banned from listener strings. Test: listener-copy.
copy-8	Curly quotes on one button, straight quotes on every other quoted query	fixed	L4-search-create-playlists (merge 9018c0ce, PR #749)	quoteQuery() puts typographic quotes round every quoted query. Test: show-search-fallthrough 'copy-8'; listener-copy.
copy-9	An Up Next row for an episode the catalogue no longer names says "Removed from your history" — nothing was removed and it is not History	fixed	L3-queue-and-native-surfaces (merge 261450b8, PR #749)	An unnamed Up Next row says one sentence about this page. Test: up-next-queue.
copy-10	partsNote's plural sentence ends in the singular: "they stay listed so you can see where it fits"	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	'where they fit', plural. Test: format-helpers.
copy-11	Two narrators: the app is "4a" in most copy and "we/us/our" in the rest, sometimes on one screen	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	No 'we/us/our' in listener strings; the rule is in DECISIONS. Test: listener-copy.
copy-12	Voice picker rows carry the maintainer's notes-to-self: "unverified name", "Enhanced tier is a free download", "unknown language"	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	Voice 'about' is accent · gender only; unverified is a code flag. Test: voice-settings.
copy-13	Page-head fragments in three registers: "none yet", "0 queued" over "Nothing in Up Next yet", "0 built", and a lowercase Library subtitle	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	No '0 queued' or '0 built' lines. Test: format-helpers.
copy-14	The Follow note reads like a bug report: "4a doesn't add its new episodes anywhere."	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	The follow note says new episodes stay on the show's page. Test: starred-shows.
copy-15	Every date prints its year, unlike Apple Podcasts, which drops it for the current year	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	fmtDate omits the current year, judged in the date's own time zone. Test: format-helpers.
persist-1	Delete my data rotates the Supabase refresh token without saving it, so a remote failure strands the account: retry can never succeed and the next sync silently mints a new identity	fixed	L5-boot-states-storage (merge bbbb86a6, PR #749)	existingAnonSession saves a refreshed session at once and keeps it for a retry. Test: data-deletion persist-1 (x2).
persist-2	A finished deletion re-renders Home, which writes cp_playlists back into every tier and pops the first-time onboarding sheet over the "Done. This device is clear." message	fixed	L5-boot-states-storage (merge bbbb86a6, PR #749)	playlists() migrates only a non-empty legacy list; the first-time sheet is held during deletion's route(). Test: data-deletion persist-2.
persist-3	The privacy policy contradicts index.html and data-safety.md on the CSP origin count, on who sees Shows searches, and on whether the search upload is miss-only	deferred-founder	L5-boot-states-storage (merge bbbb86a6, PR #749)	Q7 held: the privacy-policy wording (three origins, Vercel as a processor, miss-only dropped) is legal text awaiting the founder's sign-off. Drafted in L5's notes; no docs/legal edit made.
persist-4	The Shows-search shard cache is keyed by what you typed and survives Delete my data, and neither it nor the Foray-directory database is in the policy's inventory	fixed	L5-boot-states-storage (merge bbbb86a6, PR #749)	clearLocalData deletes the show-index shard cache and reports a failure to. Code only: the policy's store inventory lines are legal text, held with Q7. Test: data-deletion persist-4.
persist-5	After Delete my data the diagnostics record comes back carrying the pre-deletion row count and the exact time of the deletion	fixed	L5-boot-states-storage (merge bbbb86a6, PR #749)	DiagnosticLog.forget() resets the counters and keeps the build stamp. Test: diagnostic-log; data-deletion persist-5.
persist-6	The native Preferences copy of every cp_ row (including the auth token) rides platform backups, contradicting 'never leaves the device' and undoing Delete my data on a restore	deferred-founder	L5-boot-states-storage (merge bbbb86a6, PR #749)	Q6 held: backups of the native Preferences copy (credential handling). Not implemented. Verifier note: the WebView's localStorage and IndexedDB are backed up too, so excluding CapacitorStorage alone would not be enough.
persist-7	'Clear this device only' destroys the only credential to the server rows without saying they become permanently undeletable	fixed	L5-boot-states-storage (merge bbbb86a6, PR #749)	A cost line beside 'Clear this device only' after a remote failure. Test: data-deletion persist-7.
persist-8	An event sync in flight when Delete is tapped is not gated by dataDeletionInProgress and can re-plant the old cp_sb_session on the cleared device	fixed	L5-boot-states-storage (merge bbbb86a6, PR #749)	A deletion bumps a counter; event sync refuses to write across one; delete waits for in-flight syncs. Test: data-deletion persist-8 (x2).
persist-9	cp_pos:<id> rows are never pruned, and the native tier pays one bridge call per row on every launch	open	L5-boot-states-storage; re-verified by the round-2 sweep, not fixed	Re-verified live in the sweep: cp_pos:<id> rows are never pruned (PositionStore.clear has no caller) and the native tier reads them one bridge call each (durable-store readAll). Not fixed: the suggested 30-day prune would un-play episodes ('Played', hasOpened and 'N played' read cp_pos and nothing else keeps that fact), and the safe fix, folding positions into one cp_positions map, renames a key the privacy policy lists — a docs/legal edit, held with Q7 — and needs a decision on how long 'Played' persists. Low severity: the verifier estimates tens of ms for a few hundred parallel reads.
honesty-1	Episode row prints the catalogue's duration_min while its own 'min left' and the player count against duration_sec — for 19 pool items these disagree by a minute or more, two by 5–9 minutes ('45 min · 53 min left')	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	Rows show episodeMinutes() (duration_sec first) everywhere; the 20 drifted items realigned; tools/check-durations.mjs gates it; the nightly writes minutes from seconds. Test: format-helpers; merge-topics.
honesty-4	The player's row-progress bridge prefers the catalogue's duration over the duration it measured off the media element — the opposite priority of the mini bar — so 'Played' / 'min left' on rows are computed against the number the same module calls less accurate	fixed	L1-player-transport (merge 561c8ca0, PR #749)	knownEpisodeDurationSec prefers the measured duration on rows, the card, the ribbon and the player. Test: transport-reconcile 'ROUND 2 honesty-4'.
honesty-5	The episode page and Up Next rows carry no 'Played' / 'NN min left' marker although every other episode row does	fixed	L3-queue-and-native-surfaces (merge 261450b8, PR #749)	Up Next rows and the episode page carry the row's Played / NN min left. Test: up-next-queue.
honesty-6	Playlist header's 'N played' counts episodes that were merely opened or are half-way through, directly above rows that say '42 min left' for those same episodes	fixed	L3-queue-and-native-surfaces (merge 261450b8, PR #749)	A playlist's 'N played' counts finished episodes only. Test: playlist-durability.
honesty-7	Home's Jump back in rail mixes three card grammars: Forays and episodes get a bar and 'N min left', playlists get only 'N episodes' with no progress	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	The playlist Jump back in entry carries percent and 'N of M played', same as its page. Test: jump-back-in-kinds.
honesty-8	Incomplete fix of qa 55: 'N min left' is amber-bold on the Forays page and the Foray page but muted grey, regular weight on Home's Jump back in card	fixed	L7-styles-touch-visual (merge e4641492, PR #749)	'N min left' is amber and bold on Home's card. Test: ui-tokens ''N min left' is amber and bold…'.
honesty-11	Search tab's Episodes section is silently capped at 10 rows with no count and no 'more' while the show page's own search says 'N episodes found.'	fixed	L4-search-create-playlists (merge 9018c0ce, PR #749)	The search endpoint returns total and capped; the client prints 'Showing 10 of 38' / '10 of 50+'. Test: episode-search; api/test/episodes-search (CI). Round-2 review (2026-09-23): 'Showing N of M' counts endpoint rows a local row already shows. Test: episode-search 'ROUND 2 review (honesty-11)'.
honesty-12	Library's Forays section reads its 'N min left' from the Home rail's 3-row cap, so a fourth part-played Foray shows an empty subtitle, and a part-played draft loses its 'draft' tag	fixed	L8-foray-surfaces (merge 4b81311e, PR #749)	The Foray resume labels are uncapped off the rail; a row joins draft tag, progress and length. Test: foray-surfaces.
honesty-13	remainingClock's comment says 'both clocks floor' but the episode clock rounds: the countdown drops its minus sign for the last half-second at '0:01', and elapsed + remaining can sum to one second more than the duration	fixed	L1-player-transport (merge 561c8ca0, PR #749)	The two clocks add up (remainingClock signs on the formatted value; the countdown is derived from rounded parts). Test: transport-reconcile 'ROUND 2 honesty-13'.
native-2	A Foray that opens with narration runs its first minute on Android with no foreground service, no notification and no lock-screen controls, and the first tape segment's start is refused if the phone is already pocketed	fixed	L3-queue-and-native-surfaces (merge 261450b8, PR #749)	The shim reports the transport's playing transition; the shell starts the Android service once from the listener's own tap, so a narration-first Foray is protected. Needs a phone (Android). Test: foray-audio-shell (+3); foray-media-session (+2); shell-invariants.
native-3	An iOS interruption (call, Siri, another app) during a narration line leaves the Foray showing 'Playing' in silence forever	fixed	L1-player-transport (merge 561c8ca0, PR #749)	On an OS interruption a spoken line asks the synthesiser's state; a real interruption pauses the narration clock and should-resume continues it; the narration ticker has a deadline. Needs a phone: whether iOS leaves the synthesiser resumable. Test: transport-reconcile 'ROUND 2 native-3'; queue-manager. Round-2 review (2026-09-23): a narration tick more than 5 s late is a suspension, asked as an interruption and never counted towards the deadline; the ticker re-arms when a deadline lands mid-transition. Test: queue-manager 'ROUND 2 review' (x2).
native-6	The plugin's belief that it holds the audio session goes stale after WebKit's delayed category change, so the car-connect re-hold is skipped	uncertain	audit verifier (round 2)	Verifier: uncertain (whether WebKit's delayed category change rewrites the app process's session is runtime behaviour the source cannot settle). Unchanged; needs a device record showing a category-change routeChange after sessionActivated paused.
native-7	Android media notification never offers 15/30 skips; a single episode with nothing queued has only play/pause and Stop	fixed	L3-queue-and-native-surfaces (merge 261450b8, PR #749)	Android notification carries the seek pair (API 24-32 actions, 33+ Media3 command buttons); compact view by context. Java compiles in CI only. Needs a phone: shade and lock controls on 12 and 13+. Test: shell-invariants; PlaybackKeepAliveServiceTest (CI).
native-8	Every notification button press re-posts the notification through startForeground before the page has answered; on Android 14+ a dismissed notification pops straight back	fixed	L3-queue-and-native-surfaces (merge 261450b8, PR #749)	A transport press on a running Android service is dispatched and not re-posted (START_NOT_STICKY); a close removes the notification at once. Needs a phone (Android 14). Test: shell-invariants; PlaybackKeepAliveServiceTest (CI).
native-10	Only narration lines run with the .spokenAudio session mode, so a navigation prompt pauses 4a mid-sentence but ducks it mid-clip	fixed	L3-queue-and-native-surfaces (merge 261450b8, PR #749)	One audio-session mode, .spokenAudio, in both iOS plugins, set at load without activation (DECISIONS). Needs a phone: a Maps prompt pauses and resumes a clip and a narration line. Test: shell-invariants 'one audio-session mode…'.
perf-1	Boot's main data fetch waits for the whole 28-module player graph (5 serial round trips) plus IndexedDB hydrate before it starts	fixed	L5-boot-states-storage (merge bbbb86a6, PR #749)	Boot documents start before the first await; hydration is awaited only before loadInterests; the player graph is modulepreloaded from a list pinned to playerSources(). Test: boot-path perf-1 (x2).
perf-3	Search-vocabulary priming is a ~0.5-1 s single main-thread task that fires on a 0 ms timer in the native shell, right when the listener starts tapping	fixed	L5-boot-states-storage (merge bbbb86a6, PR #749)	Vocabulary priming waits for a still listener (whenQuiet), then idle. Partial by design: still one long task, no longer during the first taps. Test: boot-path perf-3 (x2).
perf-4	On every deploy day the first open downloads the whole ~1.3 MB bundle twice, in parallel with first paint	fixed	L5-boot-states-storage (merge bbbb86a6, PR #749)	The service worker registers after the first page, at an idle moment; install copies unchanged-hash files and fetches the rest no-cache. Test: sw-generation perf-4 (x2); boot-path perf-4.
perf-5	Brand fonts are not in the deploy manifest, so every launch flashes the fallback typeface, and a dead zone shows the wrong face for 6 s	fixed	L5-boot-states-storage (merge bbbb86a6, PR #749)	The three brand faces are in the deploy manifest and the dist copy list, two preloaded, served from the current generation; crlf-guard treats them as binary. Test: boot-path perf-5 (x3); sw-generation; crlf-guard.
perf-6	The service worker re-hashes and rewrites ~5 MB into CacheStorage on every launch, even when nothing changed	fixed	L5-boot-states-storage (merge bbbb86a6, PR #749)	cachePut skips a tracked file already verified in the cache and an untracked one whose validators match. Test: sw-generation perf-6 (x2).
perf-7	The player repaints every play button on the page four times a second, including in the background	fixed	L1-player-transport (merge 561c8ca0, PR #749)	render() skips the page DOM while hidden; every attribute write is compared first; OS position writes are throttled to whole seconds. Test: transport-reconcile 'ROUND 2 perf-7' (x2).
perf-8	Horizontal rails on Home snap back to the first card on every return and every in-place re-render	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	Home rail scroll offsets are kept per section across back-steps and in-place repaints. Test: navigation-memory part 2.
perf-9	Incomplete fix of qa 101: on a cold cache the body is still blank under the header until 1 MB of unminified JS has downloaded and parsed	deliberate	audit verifier (round 2)	Verifier: deliberate (the cold-cache blank under the header is the documented cost of the unbundled build). Kept so it is not re-raised.
perf-10	Every Up Next reorder tap rebuilds the whole page and re-snapshots the entire 2,167-item pool	fixed	L3-queue-and-native-surfaces (merge 261450b8, PR #749)	fullPool is memoised on the documents it reads; reorder taps no longer re-snapshot the pool. Test: up-next-queue 'fullPool is memoised…'.
search-1	Shows found by the on-device index paint a blank grey square and no byline, and keep them after the endpoints deliver the artwork	fixed	L4-search-create-playlists (merge 9018c0ce, PR #749)	A painted index row takes the catalogue's artwork and byline in place. Test: show-search-fallthrough 'search-1'.
search-2	"Create a playlist about X" is offered exactly when the build is guaranteed to fail — a one-tap dead end	fixed	L4-search-create-playlists (merge 9018c0ce, PR #749)	The Create CTA appears when a rich topic answer exists and no playlist matches, and hands off to Create's form. Test: search-playlists (three).
search-3	The return key does not dismiss the iOS keyboard from the search field, and the keyboard is the wrong keyboard	fixed	L4-search-create-playlists (merge 9018c0ce, PR #749)	Return puts the keyboard away; both search fields carry the search keyboard attributes. Needs a phone for the keyboard itself. Test: show-search-fallthrough 'search-3'.
search-4	Incomplete fix of adversarial-review defect 2: a degraded catalogue reply is cached as the answer and counted as 'answered', so "No shows found" is permanent with no Try again	fixed	L4-search-create-playlists (merge 9018c0ce, PR #749)	A degraded catalogue or episode reply is neither cached nor silent. Test: show-search-fallthrough 'search-4'; episode-search.
search-5	Tapping the Search tab throws the search away (second-order with qa 126): only ‹ keeps the query, the tab does not	fixed	L4-search-create-playlists (merge 9018c0ce, PR #749)	The lit Search tab returns to the search that was left. Test: show-search-fallthrough 'search-5'.
search-7	Re-running the same query (trailing space, or return while passes are in flight) repaints local-only, dropping merged rows and doubling requests	fixed	L4-search-create-playlists (merge 9018c0ce, PR #749)	The same query again is a no-op; return inside the debounce runs the pending tick once; a failed search is re-run. Test: show-search-fallthrough 'search-7'; 'states-7: Try again…'.
search-8	Apple episodes starred, queued or played from Search carry no artwork, so the lock screen and car fall back to the 4a icon (incomplete fix of the 2026-09-21 car-art report)	fixed	L4-search-create-playlists (merge 9018c0ce, PR #749)	Remote search rows snapshot artwork (Apple's, else the show's). Needs a phone for lock-screen art. Test: episode-search 'search-8 / p-switcher-7…'.
search-9	Local passes and the dedup keys are not diacritic-folded while the shard pass and rankShows are — accented titles miss locally, then arrive late and can duplicate	fixed	L4-search-create-playlists (merge 9018c0ce, PR #749)	Search folds diacritics everywhere it compares and sorts; data/show-index.tsv regenerated. Test: show-search-fallthrough 'search-9'; show-index; build-show-index.
search-10	On a first search of the session the index lands after the endpoints and its prefix rows sort under Apple's	deliberate	audit verifier (round 2)	Verifier: deliberate (index rows landing under Apple's on a first search is a documented ordering). Kept so it is not re-raised.
search-11	Result-row titles have no line clamp: 152 index titles exceed 80 characters and produce 3-4 line rows beside 1-line rows	fixed	L7-styles-touch-visual (merge e4641492, PR #749)	A show row's title is two lines at most; the full name is on the row's title=. Test: card-anatomy 'a show row's title is two lines at most…'.
search-12	An offline (or captive-portal) empty search stacks three contradicting notes under the pill	fixed	L4-search-create-playlists (merge 9018c0ce, PR #749)	An empty offline search is one line. Test: offline-search; show-search-fallthrough 'search-12 / states-9'.
p-car-8	During a network stall the lock screen keeps counting and the car says PLAYING at full rate over silence	fixed	L1-player-transport (merge 561c8ca0, PR #749); round-2 sweep 95d40970	The page reports a stall as rate 0 with the state playing (media-session.js). Sweep: the native half, handed to L3 and not done — the shim clamped the 0 back to 1, so the car still counted on over silence. The shim now sends `stalled`; iOS writes rate 0 (ForayAudioPlugin.applyNowPlayingInfo) and Android reports Media3 BUFFERING (WebViewPlayer), both parsed only on a playing payload; the seam beat is never a stall. Swift and Java compile in CI only; needs a phone in a dead zone. Test: tools/mobile/foray-media-session.test.mjs 'A NETWORK STALL REACHES NATIVE AS A STALL…'; shell-invariants 'a network stall stops the lock screen's clock on BOTH natives…'; ForayAudioPluginTests.testStalledIsCarriedOnlyWhilePlaying and NowPlayingParsingTest.stalledFlag_isCarriedOnlyWhilePlaying (CI).
p-switcher-2	Now Playing sheet renders episode notes as dead text: no tappable links, no timestamps, not collapsed — the 2026-09-17 ruling reached only the episode page	fixed	L2-sheets-drawer-gestures (merge cc09460c, PR #749)	The sheet's notes are the episode page's: one tokeniser, a collapsed 'Episode notes', live links and timestamp seeks, built node by node. Test: now-playing-sheet notes test; episode-description-links.
p-switcher-5	Now Playing sheet has no Up Next, no Save and no sleep timer — the three things an Apple user reaches for from the player	fixed	L3-queue-and-native-surfaces (merge 261450b8, PR #749)	Q10 default: the sheet gains ⏭, 'Up Next (N)' and Save (the page's own star); the sleep timer is parked. Test: transport-reconcile 'the sheet shows ⏭, Up Next (N) and Save…'.
p-switcher-7	Episode search results drop the publish date and the show name is not a link for any non-curated show	fixed	L4-search-create-playlists (merge 9018c0ce, PR #749)	Remote rows carry show_id and the publish date; the show link prefers the id. Test: episode-search 'search-8 / p-switcher-7…'.
p-first-1	Onboarding picks mostly do not reach the first Home: with real taxonomy weights the +0.20/√n lift loses to Engineering 0.9 / History 0.8 and ±0.25 jitter	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	Picked roots take the top-tier slots of the first re-deal and never the stretch slot. Measured: 200 deals with real Math.random, at least 2 of 3 picks in 100% of deals. Test: first-time-onboarding part 6.
p-first-2	First launch on a Light-mode phone paints the loading screen in the retired v1 light palette, then hard-cuts to the dark v2 design at first route (second-order of the persona 43 fix)	fixed	L5-boot-states-storage (merge bbbb86a6, PR #749)	The page is ui-v2 from the first byte. Test: boot-path p-first-2.
p-first-3	"Or type a subject yourself…" silently discards anything that is not an exact top-level taxonomy label	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	A typed subject resolves by exact label, root words, then leaf words; a miss says so and keeps the sheet open. Test: first-time-onboarding.
p-first-4	The first-run sheet's dismiss affordances are inverted: the drawn grab handle does nothing, while a tap on the dimmed background ends onboarding permanently	fixed	L2-sheets-drawer-gestures (merge cc09460c, PR #749)	Scrim, Escape, navigation, back and drag park the first-run sheet for the visit; only the explicit buttons dismiss it for good. Test: modal-and-focus 'ROUND 2 p-first-4'; first-time-onboarding.
p-first-5	A newcomer who arrives by a shared Foray link and then taps Home gets the Welcome sheet over a playing player, with the mini bar made inert	fixed	L2-sheets-drawer-gestures (merge cc09460c, PR #749)	Onboarding sheets keep the player reachable (lifted over the scrim by body.fy-sheet-keeps-player; not aria-modal); a playing Foray DEFERS Home's onboarding (offerHomeOnboarding) instead of counting its resume row as prior use, which had sent the shared-link newcomer to the returning-user popup and skipped Welcome/Preferences for good. Test: modal-and-focus 'ROUND 2 p-first-5'; first-time-onboarding.
p-first-6	Two playlist builders with two vocabularies: drawer "Playlists" (#/playlists, "build me a playlist…", Go) and tab "Create" (#/create, "e.g. the semiconductor supply chain", Build) — incomplete fix of persona 76	fixed	L4-search-create-playlists (merge 9018c0ce, PR #749)	Q4 default: #/playlists is the list with one 'Build a playlist ›' link; the builder lives on Create only (DECISIONS). Test: home-information-architecture 'the playlist builder renders on Create…'.
p-first-7	"Start listening" starts nothing: the button that ends onboarding drops the newcomer on a Home with no play control	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	Q8 default: 'Show my picks'. Test: first-time-onboarding.
p-first-8	Home opens with the wordmark twice: the topbar's italic "4a" and the greeting's identical italic "4a" stacked ~50 px apart (second-order of qa 47)	fixed	L7-styles-touch-visual (merge e4641492, PR #749)	Home shows the wordmark once. Test: ui-tokens 'Home shows the wordmark once…'. Round-2 review (2026-09-23): at 360px and below (where the tagline is hidden) Home keeps the wordmark, so the <h1> is never empty. Test: ui-tokens 'ROUND 2 review (p-first-8)'.
p-first-10	Every subject/playlist page tells a newcomer "0 played" in its subtitle	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	'N played' only when N > 0. Test: format-helpers.
p-first-12	Search's top row for a newcomer is "Followed shows ›" leading to an empty page	fixed	L4-search-create-playlists (merge 9018c0ce, PR #749)	'Followed shows ›' only when something is followed. Test: home-information-architecture 'with nothing followed…'.
p-impatient-1	A ↺15 / 30↻ tap while a resumed episode is still loading throws the resume point away — ↺15 restarts the episode from 0:00, 30↻ lands at 0:30	fixed	L1-player-transport (merge 561c8ca0, PR #749)	episodePositionSec() answers the load's intended start while the playhead is elsewhere, so ↺15 during a load lands on the resume point. Test: transport-reconcile 'ROUND 2 p-impatient-1'.
p-impatient-6	The Up Next page goes stale while you watch it: when an episode ends and continuous playback removes it, the finished row stays listed as #1 and 'N queued' is one too many until you touch an arrow — then the list jumps	fixed	L3-queue-and-native-surfaces (merge 261450b8, PR #749); round-2 sweep 95d40970	saveQueueIds is the one writer and repaints #/queue in place; the current row is marked .is-current + aria-current. Sweep: nothing drew .is-current (left to styles.css); it now wears the sounding-clip treatment. Test: up-next-queue (two); ui-tokens 'the Up Next row the bar is on is drawn…'.
p-impatient-7	There is no in-app way to skip to the next queued episode: the sheet has no ⏭ and no Up Next list, so 'next' exists only on the lock screen and the car — and the in-app workaround (tap row 2 on the Up Next page) replays row 1 later	fixed	L3-queue-and-native-surfaces (merge 261450b8, PR #749)	Q9 default: playing row k or ⏭ removes the rows above; no wrap-around; the sheet gains ⏭ and 'Up Next (N)' (DECISIONS). Test: up-next-autoadvance (three).
p-impatient-8	Up Next reorder is one step per tap with a full page rebuild each time — moving the bottom of a 20-deep queue to the top is 19 taps; no drag handle, no 'play next', no swipe-to-remove, no clear	deferred-founder	L3-queue-and-native-surfaces (merge 261450b8, PR #749)	Q9 default: drag-reorder, Play next and Clear Up Next are one follow-up card, not built. The full-rebuild cost is reduced by perf-10's memoised pool and one repaint per write.
p-impatient-10	'+ Up Next' on an archived playlist part accepts an episode that cannot play: the button turns '✓ Up Next', the row lands in Up Next as 'not available right now', and continuous playback silently passes over it	fixed	L3-queue-and-native-surfaces (merge 261450b8, PR #749)	An archived row offers no '+ Up Next'; addToQueue refuses an episode 4a cannot play. Test: up-next-queue (two).
p-impatient-11	A queue-builder with a long Up Next can lose the FRONT of it: the 400-snapshot cap prunes oldest keys first, and Up Next + History together exceed it	fixed	L3-queue-and-native-surfaces (merge 261450b8, PR #749)	The snapshot cap never prunes a queued episode. Test: up-next-queue 'the snapshot cap never prunes a QUEUED episode'.
p-foray-1	The interlude jingle plays between two clips of the SAME conversation - 13 of the 21 seams in the only published Foray	fixed	L8-foray-surfaces (merge 4b81311e, PR #749)	No interlude between two cuts of the same source episode; capital-types-1 has 10 jingles for 21 seams, one per capsule change. Test: interlude (rule table + frozen fixture).
p-foray-2	Every show in the only published Foray is a dead end in-app: no row links, and all seven credit arrows send the listener to an Apple Podcasts SEARCH page	fixed	L8-foray-surfaces (merge 4b81311e, PR #749)	Credits without a page relink through data/show-index.tsv (exact unique titles only); the arrow names an Apple search when it is one. Test: foray-surfaces (frozen capital-types-1).
p-foray-3	'Jump back in' Foray cards have no play button, although the founder asked for one-tap play on that card and the ribbon already resumes a Foray in one press	deliberate	audit verifier (round 2)	Verifier: deliberate (Jump back in Foray cards open the page by design; the ribbon resumes). Kept so it is not re-raised.
p-foray-4	Search cannot find a Foray: typing the Foray's own subject returns shows, episodes and playlists, never the Foray	fixed	L4-search-create-playlists (merge 9018c0ce, PR #749)	Forays matching the typed subject appear in search as you type (max 3). Test: show-search-fallthrough 'p-foray-4' (frozen fixture).
p-foray-5	Clip rows are captioned with the curator's private 'why' notes: bare surnames and dangling pronouns, and the episode title is never shown on the row	fixed	L8-foray-surfaces (merge 4b81311e, PR #749)	A row's meta line is show · episode · length; check-forays gates published captions (a bare name or pronoun must be introduced); the 2 failing published lines rewritten. Test: check-forays; foray-row-links.
p-foray-6	A thumbs-down for 'Bad audio quality' or 'Didn't like the voice' lowers the listener's interest in the whole subject, exactly like 'Not into this topic'	fixed	L6-navigation-firstrun-copy (merge 0aa38c2a, PR #749)	Only topic reasons move interests on a down-vote; the vote is still logged. Test: listener-copy. Round-2 review (2026-09-23): the server's learning job gates the durable down-vote delta on the same subject reasons (TOPIC_DOWNVOTE_REASONS, pinned against app.js). Test: listener-copy; backend interestLearning.
p-foray-7	A generated Foray's strip overflows the phone width on the Foray page and silently degrades the scrubber	fixed	L8-foray-surfaces (merge 4b81311e, PR #749)	The strip steps its bar floor and seam down to fit a long Foray at phone width (one bar per item kept). Known limit: computed at mount, so a rotation can overflow until re-render. Test: segment-strip.
p-foray-12	The narrator has three names on one Foray page	fixed	L8-foray-surfaces (merge 4b81311e, PR #749)	One narrator name, "4a's AI narrator", from segment-strip.js everywhere. Test: foray-row-links; segment-strip; load-states.
p-foray-13	The clip feedback sheet talks about Home 'picks' while the listener is judging a Foray clip, and nothing ever asks about the Foray itself	refuted	audit verifier (round 2)	Verifier: refuted. Kept so it is not re-raised.
