src	tsvRow	title	disposition	where	note
qa	157	"Delete my data" reports success while the entire local listening queue survives in a second IndexedDB database	fixed	L6-persist-settings (merge c9273f7, PR #742); a10ea07, 4fde785	Delete my data purges the event-queue IndexedDB and re-reads to confirm
qa	158	A finished episode comes back to "Jump back in" claiming 0% played and the full runtime left	fixed	L2 (merge b6c75e9); 21c3d21; sweep (PR #742) re-verified	same as qa 27
qa	159	An hour in a Foray leaves the now-playing ribbon restoring a much older ordinary episode	fixed	L2 (merge b6c75e9); 931c23c; sweep (PR #742) re-verified	lastPlayedForay() compares the rows' updated_at; a Foray played last takes the ribbon
qa	160	A missing data/taxonomy.json wipes the listener's whole interests profile on their first play or thumb	fixed	L6-persist-settings (merge c9273f7, PR #742); 664fc6f	no write without a taxonomy; saves merge over the stored row
qa	161	The restored ribbon publishes lock-screen metadata with no action handlers and a 0:00 playhead	fixed	PR #733 (handlers); sweep (PR #742); 4b5213f	handlers installed on restore; syncMediaSession now reads the bar's position and duration, not the empty element's
qa	162	Restored mini bar shows "--:--" and a flat progress bar when the snapshot has no duration_sec, even though the position store recorded the real duration	fixed	L2 (merge b6c75e9); 3c7cf42; sweep (PR #742) re-verified	episodeDurationSec falls back to the position store's measured duration
qa	163	"Jump back in" Foray rows compute percent and "min left" against the STORED runtime, never the live one	fixed	sweep (PR #742); 4b5213f	forayResumeList measures against the live resolved Foray via resolveFor (app.js passes its gated resolver)
qa	164	The jingle toggle's label snaps back while the session honours the flip, when the write is refused	refuted	audit verifier	refuted by the 2026-09-22 adversarial verifier; kept so it is not re-raised
qa	165	"Open episode" from the restored ribbon says "Episode not found" when the app launches on any route but Home	fixed	L1-identity-nav (merge d4e8725, PR #742)	the restored episode is seeded into the index on every route
qa	166	"1 parts" on a one-part playlist's Jump back in card	fixed	L4-copy-labels (merge dd4ddcf, PR #742)	same as qa 107
qa	167	On a cold launch where the player module evaluates after route(), "Jump back in" loses every Foray row and nothing ever repaints it	fixed	L5 (merge 4c8dcb8); 552072a; sweep (PR #742) re-verified	Home repaints when the player module arrives late
qa	168	The stored playback speed can be lost for the whole session when hydration overruns app.js's 5-second race	fixed	sweep (PR #742); 4b5213f	late hydration hands the stored speed to a manager that already booted
qa	169	Playing an item with no id erases the last-episode pointer instead of leaving it alone	fixed	sweep (PR #742); 4b5213f	an id-less play leaves the last-episode pointer alone
qa	170	`episodeRemainingLabel`'s "finished" state is unreachable from its only caller, and is lowercase where the rest of the rail is sentence case	refuted	audit verifier	refuted by the 2026-09-22 adversarial verifier; kept so it is not re-raised
qa	171	Reading the playlist list mutates it: a playlist you never played is stamped `created: now`, so the drawer's recency order is invented at first read	refuted	audit verifier	refuted by the 2026-09-22 adversarial verifier; kept so it is not re-raised
qa	172	The durable store advertises a Capacitor Preferences tier it does not have, so inside the iOS shell every tier is still script-writable	fixed	L6-persist-settings (merge c9273f7, PR #742); 1d5a505	native Preferences tier built and wired (fake-bridge tested; device check is a founder step)
qa	173	`refusedWrites` — the counter built to prove positions are being recorded — cannot increment against the durable store	refuted	audit verifier	refuted by the 2026-09-22 adversarial verifier; kept so it is not re-raised
qa	174	A stale show list stays labelled "couldn't refresh" after the refresh succeeds	fixed	L5-states-boot (merge 4c8dcb8, PR #742)	a successful refresh clears 'couldn't refresh'
qa	175	"Jump back in" tells you a finished episode has its whole runtime left	fixed	L5-states-boot (merge 4c8dcb8, PR #742); 0b0de70	a finished episode's card says Played
qa	176	The Foray page prints two different segment counts, from two sources, one above the other	fixed	L5-states-boot (merge 4c8dcb8, PR #742); 4dd9357	the Foray header reads stripTally() from the strip's model
qa	177	"No results for X." renders directly above a full list of results	fixed	L5-states-boot (merge 4c8dcb8, PR #742)	'No shows found for …' scoped to shows, only once settled
qa	178	The Forays page asserts "0 forays" when the data or the player module failed to load	fixed	L5-states-boot (merge 4c8dcb8, PR #742)	a missing document or module shows a failure line with Try again
qa	179	"N segments can't play — listed below" counts segments that are not listed below	fixed	L5-states-boot (merge 4c8dcb8, PR #742)	unplayable rows and dropped clips counted separately
qa	180	41% of a Foray's advertised runtime is a character-count estimate shown as a measured clock	fixed	L5-states-boot (merge 4c8dcb8, PR #742)	an estimated runtime says 'about' / '~'
qa	181	The "Open in" setting governs nothing — both link-out builders are dead	fixed	L6-persist-settings (merge c9273f7, PR #742); fc0ba92	'Open in' deleted with its dead code, key and event
qa	182	Episode rows print an empty field between two separators when the duration is unknown	fixed	L4-copy-labels (merge dd4ddcf, PR #742)	same as qa 109
qa	183	Delete my data can report "This device is NOT fully clear. 0 key(s) would not clear."	fixed	L6-persist-settings (merge c9273f7, PR #742); a10ea07	plain-language failure reasons, no counts or jargon
qa	184	An exactly-one-hour episode reads "1h 0m"	fixed	L4-copy-labels (merge dd4ddcf, PR #742)	same as qa 147
qa	185	Three surfaces print "1 parts"; the fourth, in the same file, prints "1 part"	fixed	L4-copy-labels (merge dd4ddcf, PR #742)	same as qa 107
qa	186	The Foray header counts shows that will never be heard; the credit block below counts only the ones that will	fixed	L5-states-boot (merge 4c8dcb8, PR #742)	the header counts shows that will be heard
qa	187	A category page claims a category is empty when catalog-client.json failed to load	fixed	L5-states-boot (merge 4c8dcb8, PR #742)	a category page counts nothing until the catalogue answers
qa	188	Home's playlist card counts parts from a different source than every other surface	refuted	audit verifier	refuted by the 2026-09-22 adversarial verifier; kept so it is not re-raised
qa	189	A playlist's "N played" silently decreases as the 200-entry history ring rotates	fixed	L5-states-boot (merge 4c8dcb8, PR #742)	hasOpened() drives the played count and the next marker
qa	190	"There is nothing to clear on this page" is also what a failed clear says	refuted	audit verifier	refuted by the 2026-09-22 adversarial verifier; kept so it is not re-raised
qa	191	The subject-card duration silently omits episodes whose length is unknown	fixed	L5-states-boot (merge 4c8dcb8, PR #742)	a subject card states a total only when every episode has a duration
qa	192	"played <date>" is formatted in local time by a raw toLocaleDateString, and can read "Invalid Date"	fixed	L4-copy-labels (merge dd4ddcf, PR #742)	same as qa 144, NaN-guarded
qa	193	Home's greeting is computed once per render and goes stale on a page left open	fixed	L4-copy-labels (merge dd4ddcf, PR #742)	the greeting refreshes on foreground
persona	1	Audio stops dead at the end of every episode, and the setting that would fix it is off, jargon-named, and only works from one screen	fixed	L1-identity-nav (merge d4e8725, PR #742); 0d82535; sweep (PR #742) re-verified	not assigned to a lane; same defect as persona 30/47: continuous playback on by default
persona	2	After the app launches, the car's play button is dead — metadata is sent to the head unit but no action handlers are installed	already-fixed	PR #733; re-verified by L2	same defect as qa 23
persona	3	A "stop" press on the head unit tears the whole player down and unregisters every control, leaving the car with no transport at all	fixed	L2-player (merge b6c75e9, PR #742); 70bccf1, b75a25d	a car's stop pauses and keeps the controls; the Android notification's Stop still closes
persona	4	An episode that fails to play says nothing, anywhere — the tap is simply swallowed	fixed	L5-states-boot (merge 4c8dcb8, PR #742); e5ad5d7, 6242017, 639507e	a failed or refused play says so on the bar and sheet
persona	5	A network stall is completely silent: no spinner, no message, and the button keeps saying Pause with no sound coming out	fixed	L2-player (merge b6c75e9, PR #742); 9c2552a	a stall paints Buffering until audio resumes
persona	6	The steering-wheel next/previous buttons are permanently dead for ordinary episodes, even with a full Up Next list	fixed	L2-player (merge b6c75e9, PR #742); 70bccf1, 0d82535	steering-wheel next/previous come from the page's Up Next plan via setEpisodeNavigation (wired by the repair commit)
persona	7	A part-played Foray cannot be resumed from the mini bar — and the bar may show a stale single episode instead	fixed	L2-player (merge b6c75e9, PR #742); 931c23c, 530e949, 09801be	the ribbon offers the Foray played last and one press resumes it
persona	8	The Foray scrubber is a 12px-high strip where any stray tap instantly jumps you minutes through the hour	fixed	L3-styles-sheets (merge 3d734d2, PR #742); e901fcd	the strip has a 44px hit box and pan-y; a vertical flick scrolls; tap-to-seek kept (Joey's ruling)
persona	9	"Stop" and "Close" are identical ~30px pills side by side, and only one of them keeps your place	deliberate	audit verifier	the app is different on purpose; kept so the reason is on record
persona	10	The mini bar has exactly one control, so every other transport action costs two deliberate taps	fixed	visual pass 1 (PR #744); 0b6a300	the mini bar carries a 44px borderless back-15 beside the filled play; founder ruling 2026-09-23 (docs/DECISIONS.md)
persona	11	Up Next rows pack five targets including 22px-tall reorder arrows immediately beside a destructive remove	fixed	L3-styles-sheets (merge 3d734d2, PR #742)	same fix as qa 5/16
persona	12	"Start over" wipes your place in an hour-long programme from behind an 11px underlined text link	fixed	L3-styles-sheets (merge 3d734d2, PR #742)	target and spacing fixed; undoable Start over is a founder question
persona	13	The app talks to me in its own production vocabulary — "segments", "beats", "part 12 of 32"	fixed	L4-copy-labels (merge dd4ddcf, PR #742)	segments/part N of M became clips; the 'beats' title fixed by L8
persona	14	The only Foray a newcomer can actually play has no narration in it, so it does not do what onboarding just promised	deferred-founder	L8-foray-data (PR #741)	the only published Foray has no narration; publishing a narrated one is a founder action
persona	15	Tapping ▶ paints the button as "playing" before any audio exists, and a failed play says nothing at all	fixed	L3-styles-sheets (merge 3d734d2, PR #742); L5-states-boot (merge 4c8dcb8, PR #742)	hover no longer paints 'playing'; a failed play says so (persona 4)
persona	16	The row's play button turns into a pause glyph, and pressing it does not pause	already-fixed	PR #735 (+16a334a)	the row button toggles when it is the current item
persona	17	A brand-new user's first Home screen can be missing the Forays row entirely — and the code says so	already-fixed	audit verifier	already handled when audited
persona	18	Nothing in the app explains what a Foray is once the one-time sheet is gone	fixed	L5-states-boot (merge 4c8dcb8, PR #742)	FORAY_ABOUT is the #/forays subtitle and the first-run sheet's text
persona	19	Touching the search box empties the screen and throws away my scroll position	deliberate	audit verifier	the app is different on purpose; kept so the reason is on record
persona	20	Two navigation systems, different names for the same pages, and Forays is on neither tab	fixed	L1 (merge d4e8725); sweep (PR #742) re-verified	one name per destination (persona 76); Forays are a Library section per R6
persona	21	The "Episodes for you" section contains no episodes	deliberate	audit verifier	the app is different on purpose; kept so the reason is on record
persona	22	A failed episode load tells me to pull to refresh, and there is no pull to refresh	fixed	L4-copy-labels (merge dd4ddcf, PR #742); L5-states-boot (merge 4c8dcb8, PR #742)	same as qa 134
persona	23	The returning-user intro popup describes a Home screen that no longer exists	fixed	L4-copy-labels (merge dd4ddcf, PR #742); f47d075	the returning-user popup describes the Home that ships
persona	24	A Foray title ships the internal word "beats" to the listener	fixed	L8-foray-data (PR #741)	grilling-history-2 retitled; INTERNAL_VOCABULARY gate in check-forays and copyRules
persona	25	The Library's empty state sends me to a screen that has no playlist builder	fixed	L4-copy-labels (merge dd4ddcf, PR #742)	same as qa 108
persona	26	The Create tab ships a permanently dead "Foray" button, and its suggestion chips don't create anything	fixed	L1-identity-nav (merge d4e8725, PR #742)	suggestion pills fill and build in one tap; the disabled Foray toggle (D7/D8) is kept and asked of the founder
persona	27	Reordering Up Next rebuilds the whole list, so the row moves out from under my thumb	fixed	L3-styles-sheets (merge 3d734d2, PR #742)	after a reorder the page follows the thumb, focus follows, position is said
persona	28	A search can lock the page for seconds and then grow a new section, with nothing on screen saying to wait	fixed	L5-states-boot (merge 4c8dcb8, PR #742); 29a5a57, d479322	'Still looking for playlists…' while the scan is owed; the main-thread lock itself needs a Worker (founder question)
persona	29	Anything I queue from a show page or search shows up in Up Next as "Episode no longer available"	fixed	L1-identity-nav (merge d4e8725, PR #742)	same root as qa 95
persona	30	Up Next never plays through: auto-advance is off by default, buried in a drawer, and then still refuses most episodes	fixed	L1-identity-nav (merge d4e8725, PR #742); 0d82535	R2: continuous playback on by default, Up Next first then the chosen list
persona	31	Following a show has no consequence anywhere in the app	deliberate	audit verifier	the app is different on purpose; kept so the reason is on record
persona	32	My followed shows are not in Library — they are hidden behind the Search tab	fixed	L1-identity-nav (merge d4e8725, PR #742)	Library has a Followed shows section
persona	33	One star glyph, three meanings, and none of them is "follow"	fixed	L4 (merge dd4ddcf); sweep (PR #742) re-verified	shows are Follow/Followed, episodes Save/Saved (qa 67, qa 140)
persona	34	"Open in: Apple Podcasts" is one of only three settings I can see, and it controls nothing	fixed	L6-persist-settings (merge c9273f7, PR #742); fc0ba92	same as qa 181
persona	35	The ↻ button in the header throws me back to Home from whatever I was reading	fixed	L1-identity-nav (merge d4e8725, PR #742)	R9: header refresh re-renders the current page in place
persona	36	The same page is called "Shows" in the menu, "Search" in the tab bar, and its search box claims to search only shows	fixed	L1-identity-nav (merge d4e8725, PR #742)	one name, Search; the placeholder covers episodes
persona	37	Nothing in the app I can go back and read tells me what a Foray is	fixed	L5-states-boot (merge 4c8dcb8, PR #742)	same as persona 18
persona	38	A primary tab named "Create" greets me with a disabled button and an apology	deliberate	audit verifier	the app is different on purpose; kept so the reason is on record
persona	39	There is no way to put a specific episode into a playlist	deliberate	audit verifier	the app is different on purpose; kept so the reason is on record
persona	40	Episode rows leave about 114px for the title at phone width	fixed	visual pass 1 (PR #744); d55726e	the episode row has two tiers: the title spans the row, controls wrap under it; founder ruling 2026-09-23
persona	41	On my first day Home tells me a pick is "Outside your usual subjects" — I have no usual subjects	deliberate	audit verifier	the app is different on purpose; kept so the reason is on record
persona	42	A Foray title I can actually reach is written in internal vocabulary: "eight beats of a forty-beat history"	fixed	L8-foray-data (PR #741)	same as persona 24
persona	43	First launch is a blank screen behind a header — ~3.5 MB of JSON with no spinner, no skeleton, no text	fixed	L5-states-boot (merge 4c8dcb8, PR #742)	same as qa 101
persona	44	There is not one play button anywhere on the first-run Home screen	deferred-founder	L5-states-boot (merge 4c8dcb8, PR #742)	a one-tap play on Home's subject cards contradicts the in-code rationale for sequence cards; founder question
persona	45	The only explanation of what a Foray is lives behind one dismissable sheet, and the left-hand button destroys it forever	fixed	L5-states-boot (merge 4c8dcb8, PR #742)	the explanation now lives permanently on #/forays
persona	46	Sixty seconds after install the app tells me what my "usual subjects" are	deliberate	audit verifier	the app is different on purpose; kept so the reason is on record
persona	47	Continuous playback — the thing the founder explicitly wants for the car — is off by default, buried in the drawer, and never fires for anything I played from Home or a show page	fixed	L1-identity-nav (merge d4e8725, PR #742)	R2 continuous playback; 'then more of what fits' is #691 (founder question)
persona	48	The settings menu shows me the founder's debug switches: "Show draft Forays", "Voice engine probe", "Playback diagnostics"	fixed	L6-persist-settings (merge c9273f7, PR #742); e8fa3ee, 69c9c97	R8: founder tools in one collapsed Developer group
persona	49	"Open in: Apple Podcasts" is a setting that does literally nothing — its only consumer is dead code	fixed	L6-persist-settings (merge c9273f7, PR #742); fc0ba92	same as qa 181
persona	50	The Library tab does not contain Forays or Starred Shows, even though the tab bar routes #/forays to Library	fixed	L1-identity-nav (merge d4e8725, PR #742); bea5cfc	Library has Forays and Followed shows sections
persona	51	An empty state tells me to do something on a screen that has no such control	fixed	L4-copy-labels (merge dd4ddcf, PR #742)	same as qa 108
persona	52	"Create" is one of four primary tabs, and half of what it offers is permanently switched off	deliberate	audit verifier	the app is different on purpose; kept so the reason is on record
persona	53	The tab labelled "Search" opens a page headed "Shows" with 220 alphabetical rows and the search field pinned at the bottom	deliberate	audit verifier	the app is different on purpose; kept so the reason is on record
persona	54	The ↻ button reads as "reload" and actually teleports me to Home from whatever page I was on	fixed	L1-identity-nav (merge d4e8725, PR #742)	same as persona 35; the button is labelled 'Refresh this page'
persona	55	"Forays for you" is a section of one, and it is a startup-finance programme regardless of what I picked in onboarding	deliberate	audit verifier	the app is different on purpose; kept so the reason is on record
persona	56	"Episodes for you" contains no episodes — the cards are subject queues named after topics	deferred-founder	L4-copy-labels (merge dd4ddcf, PR #742)	the founder named 'Episodes for you' verbatim (ui-transition-plan §0); cards episode-shaped or rename? founder question
persona	57	Continuous playback is OFF by default and only works if you started from Up Next — so in the car, one episode ends and the app goes silent	fixed	L1-identity-nav (merge d4e8725, PR #742)	same as persona 47
persona	58	Inside a Foray the 15/30-second skip buttons silently turn into previous/next-clip, and there is no way left to nudge back a few seconds	fixed	visual pass 1 (PR #744); 0b6a300; ac42def	the seek pair seeks in every mode; previous/next clip are their own labelled row (aria-labels restored in the review) on the sheet and the Foray page; founder ruling 2026-09-23
persona	59	Three developer tools ship in every listener's Settings drawer: "Show draft Forays", "Voice engine probe", "Playback diagnostics"	fixed	L6-persist-settings (merge c9273f7, PR #742); e8fa3ee, 664fc6f	same as persona 48; Interests wording fixed
persona	60	"Back to the running order" — broadcast-industry jargon on a visible button in the expanded player	fixed	L4-copy-labels (merge dd4ddcf, PR #742)	'Back to this foray'
persona	61	One thing has five names in user-visible copy: segment, clip, piece, part, beat	fixed	L4-copy-labels (merge dd4ddcf, PR #742)	same as qa 145; strip and lock-screen counts share one item count
persona	62	Internal error strings with file paths are printed to the listener: "Can't play: segment X is not in data/segments.json"	fixed	L4-copy-labels (merge dd4ddcf, PR #742)	an unplayable row says 'This clip isn't available right now'; the raw reason is kept in data-reason
persona	63	Forays — the app's whole differentiator — are not a tab, and the drawer and tab bar give the same pages two different names	fixed	L1 (merge d4e8725); sweep (PR #742) re-verified	one name per destination; Forays live in Library per R6 rather than as a fifth tab
persona	64	The progress strip's accessible name — which is read aloud — is four pieces of jargon and two counts that contradict each other	fixed	L4-copy-labels (merge dd4ddcf, PR #742)	stripSummary reads in plain clips/shows/narrator terms
persona	65	The narrator says "this act", "Act one", "two acts back" out loud — a word the app never defines and never shows	deferred-founder	L8-foray-data (PR #741)	the narrator says 'act' aloud; fixing it means a generation run
persona	66	A Foray's title is "Barbecue: eight beats of a forty-beat history" — "beat" is the codebase's private word for a clip	deliberate	audit verifier	the app is different on purpose; kept so the reason is on record
persona	67	"STRETCH" in bold uppercase is the app's internal word for an exploration pick, and its explanation is the quietest line on the card	deliberate	audit verifier	the app is different on purpose; kept so the reason is on record
persona	68	The Interests page prints raw taxonomy ids ("engineering/energy-fusion") under every slider, and the reset button says "Reset to learned"	fixed	L4-copy-labels (merge dd4ddcf, PR #742); L6-persist-settings (merge c9273f7, PR #742)	no taxonomy ids; 'Back to 4a's pick'
persona	69	The voice picker says "Audition", "trial voices" and "Greyed voices are free downloads — fetch one in Settings"	fixed	L4-copy-labels (merge dd4ddcf, PR #742); feb7529, bdf61c0	Preview, plain voice copy
persona	70	"Playback diagnostics" — a drawer item every user can open — describes itself with "seam gaps", "out-point overshoot" and "load deadlines"	fixed	L4-copy-labels (merge dd4ddcf, PR #742); L6-persist-settings (merge c9273f7, PR #742)	diagnostics copy in plain English; moved into the Developer group by L6
persona	71	There is no Download button anywhere — offline listening does not exist	deliberate	audit verifier	the app is different on purpose; kept so the reason is on record
persona	72	Starring a show is inert — new episodes of shows I follow appear nowhere	deliberate	audit verifier	the app is different on purpose; kept so the reason is on record
persona	73	When an episode ends, playback just stops — continuous play is off by default and only works inside Up Next	fixed	L1-identity-nav (merge d4e8725, PR #742)	same as persona 47
persona	74	The "Search" tab does not open a search — it opens an A–Z list of 220 shows with the field at the bottom	fixed	L1-identity-nav (merge d4e8725, PR #742)	naming fixed; field position and the A-Z list are founder rulings (R6), not re-litigated
persona	75	The show-page error state tells me to use a gesture the app does not have	fixed	L4-copy-labels (merge dd4ddcf, PR #742)	same as qa 134
persona	76	Two navigation systems that name the same places differently	fixed	L1-identity-nav (merge d4e8725, PR #742)	the drawer uses the tab bar's names; Forays live inside Library
persona	77	"Create" is a primary tab, and half of its only control is permanently dead	deliberate	audit verifier	the app is different on purpose; kept so the reason is on record
persona	78	Nothing on any list tells me which episodes I already played, or how far in I am	fixed	L5-states-boot (merge 4c8dcb8, PR #742)	episode rows mark Played / NN min left / progress
persona	79	The now-playing bar: tapping the artwork does nothing, there is no skip, and Stop sits next to Close	fixed	L3-styles-sheets (merge 3d734d2, PR #742)	artwork opens Now Playing; Stop moved away from Close in the danger colour; skip button and dismiss consolidation are founder questions
persona	80	The Settings menu is full of developer switches	fixed	L6-persist-settings (merge c9273f7, PR #742); e8fa3ee	same as persona 48
persona	81	"Open in: Apple Podcasts / Pocket Casts" is a setting that changes nothing	fixed	L6-persist-settings (merge c9273f7, PR #742); fc0ba92	same as qa 181
persona	82	"Episodes for you" contains no episodes	deferred-founder	L4-copy-labels (merge dd4ddcf, PR #742)	same as persona 56; the subject card's star goes with the qa 78 restructure
persona	83	Forays — the whole point of the app — are unexplained after one dismissible sheet, and there is only one to play	fixed	L5-states-boot (merge 4c8dcb8, PR #742)	explanation half fixed; publishing more Forays is a founder data call
persona	84	Producer jargon in listener-facing copy: "segments", "beats", "the download counts"	fixed	L4-copy-labels (merge dd4ddcf, PR #742)	no 'download counts'; segment became clip
